release_date,collected_from,collected_to,NGC,target_name,filters,jpeg,proposal
2023-08-09,2023-08-09 13:11:38.224,2023-08-09 13:24:18.717,598,NGC0598MIRI-BRIGHT1,1000 2100,mast:JWST/product/jw02130-o012_t010_miri_f1000w-sub256_i2d.jpg,2130
2023-08-09,2023-08-09 03:40:52.703,2023-08-09 11:48:11.194,598,NGC0598MIRI,1000 2100,mast:JWST/product/jw02130-o003_t002_miri_f1000w_i2d.jpg,2130
2023-08-09,2022-08-04 13:09:12.376,2022-08-05 08:58:31.327,0,CASSIOPEIA-A-CENTER-MIRI, 560  770 1000 1130 1280 1800 2100 2550,mast:JWST/product/jw01947-o001_t010_miri_f560w_i2d.jpg,1947
2023-08-09,2023-08-09 13:51:17.101,2023-08-09 14:03:47.098,598,NGC0598MIRI-BRIGHT2,1000 2100,mast:JWST/product/jw02130-o013_t011_miri_f1000w-sub256_i2d.jpg,2130
2023-08-08,2023-05-24 10:13:23.334,2023-05-24 16:24:12.979,0,HH46,115 187 200 335 444,mast:JWST/product/jw04441-o096_t008_nircam_clear-f115w_i2d.jpg,4441
2023-08-04,2022-08-04 01:37:40.148,2022-08-04 02:20:58.582,6720,NGC6720,162 212 300 335,mast:JWST/product/jw01558-o005_t001_nircam_f150w2-f162m_i2d.jpg,1558
2023-08-01,2022-07-31 07:17:01.369,2022-07-31 17:38:28.242,0,LDN-57, 70  90 115 150 200 277 300 356 444,mast:JWST/product/jw01187-c1007_t003_nircam_clear-f070w_i2d.jpg,1187
2023-07-26,2022-07-26 09:50:44.550,2022-07-26 11:08:24.371,346,NGC-346-SHORT, 90 115 182 187 277 356 430 444,mast:JWST/product/jw01227-o014_t025_nircam_clear-f090w_i2d.jpg,1227
2023-07-17,2023-07-17 07:11:01.728,2023-07-17 09:24:00.147,7793,NGC7793MIRI,1000 2100,mast:JWST/product/jw02130-o001_t001_miri_f1000w_i2d.jpg,2130
2023-07-16,2022-07-16 08:33:56.412,2022-07-16 11:39:13.253,346,NGC-346, 115  187  200  277  335  444  770 1000 1500,mast:JWST/product/jw01227-o002_t005_nircam_clear-f115w_i2d.jpg,1227
2023-07-16,2022-07-16 06:04:34.457,2022-07-16 07:48:11.314,3603,NGC3603-EMPT+TA+SPITZER,150 182 187 277 430 444,mast:JWST/product/jw01225-o001_t001_nircam_clear-f150w_i2d.jpg,1225
2023-07-16,2022-07-16 12:24:00.994,2022-07-16 17:22:37.969,0,SN-1987A, 115  140  150  200  277  335  356  444  560  770 1000 1800 2550,mast:JWST/product/jw01232-o001_t001_nircam_clear-f115w_i2d.jpg,1232
2023-07-14,2022-07-05 03:56:44.480,2022-07-09 11:48:35.935,5236,M-83-F1,1000 1130 2100,mast:JWST/product/jw02219-o001_t002_miri_f1000w_i2d.jpg,2219
2023-07-14,2022-07-04 11:06:16.735,2022-07-04 12:16:43.219,6720,NGC6720-MRS-POSITION-1, 770 1000 1130,mast:JWST/product/jw01558-o002_t004_miri_f770w_i2d.jpg,1558
2023-07-14,2022-07-04 14:01:28.853,2022-07-04 15:11:13.673,6720,NGC6720-MRS-POSITION-2, 770 1000 1130,mast:JWST/product/jw01558-o004_t006_miri_f770w_i2d.jpg,1558
2023-07-14,2022-07-04 08:21:31.786,2022-07-04 09:31:02.749,4594,SOMBRERO-MIRI, 560  770 1130,mast:JWST/product/jw02016-o023_t023_miri_f560w_i2d.jpg,2016
2023-07-14,2022-07-11 09:56:16.693,2022-07-11 16:00:37.027,0,WESTERLUND2-DIST-CORE-FULL,115 140 162 182 187 210 300 335 360 444 466,mast:JWST/product/jw02640-o001_t003_nircam_clear-f115w_i2d.jpg,2640
2023-07-12,2023-03-07 22:54:37.571,2023-03-08 03:59:42.676,0,OPH-CORE,115 187 200 335 444 470,mast:JWST/product/jw02739-o009_t007_nircam_clear-f115w_i2d.jpg,2739
2023-07-12,2023-07-11 19:52:42.213,2023-07-11 20:45:12.922,0,IC-5332, 200  300  335  360  770 1000 1130 2100,mast:JWST/product/jw02107-o042_t017_nircam_clear-f200w_i2d.jpg,2107
2023-07-12,2023-04-05 06:26:12.358,2023-04-05 07:48:52.900,0,OPH-CORE-Tile-4,115 187 200 335 444 470,mast:JWST/product/jw02739-c1000_t008_nircam_clear-f115w_i2d.jpg,2739
2023-07-12,2023-04-05 02:57:16.883,2023-04-05 04:19:46.992,0,OPH-CORE,115 187 200 335 444 470,mast:JWST/product/jw02739-o010_t007_nircam_clear-f115w_i2d.jpg,2739
2023-07-12,2023-04-06 10:12:04.109,2023-04-06 11:34:34.026,0,OPH-CORE-Tile-2,115 187 200 335 444 470,mast:JWST/product/jw02739-c1000_t009_nircam_clear-f115w_i2d.jpg,2739
2023-06-30,2022-07-02 14:38:52.612,2022-07-02 15:20:23.673,0,VV-191, 90 150 356 444,mast:JWST/product/jw01176-o341_t005_nircam_clear-f090w_i2d.jpg,1176
2023-06-30,2022-06-29 23:22:44.706,2022-06-30 00:25:15.058,5728,NGC-5728, 560 1000 1500 1800 2100,mast:JWST/product/jw02064-c1018_t007_miri_f560w-sub256_i2d.jpg,2064
2023-06-30,2022-06-30 02:17:24.248,2022-06-30 03:20:00.872,7172,NGC-7172, 560 1000 1500 1800 2100,mast:JWST/product/jw02064-o015_t008_miri_f560w-sub256_i2d.jpg,2064
2023-06-29,2022-06-29 11:45:50.795,2022-06-29 12:48:34.395,5135,NGC-5135, 560 1000 1500 1800 2100,mast:JWST/product/jw02064-o011_t006_miri_f560w-sub256_i2d.jpg,2064
2023-06-25,2023-06-24 11:16:57.372,2023-06-24 12:12:41.338,5631,SN2022AAIQ, 560  770 1000,mast:JWST/product/jw02072-o011_t011_miri_f560w_i2d.jpg,2072
2023-06-25,2023-04-03 22:50:52.678,2023-06-24 13:05:52.759,5631,SN2022AAIQ, 560  770 1000,mast:JWST/product/jw02072-c1001_t011_miri_f560w_i2d.jpg,2072
2023-06-18,2023-06-18 03:39:56.222,2023-06-18 08:21:07.814,4254,NGC-4254, 200  300  335  360  770 1000 1130 2100,mast:JWST/product/jw02107-o030_t012_nircam_clear-f200w_i2d.jpg,2107
2023-05-19,2023-05-18 14:07:16.077,2023-05-18 19:43:00.562,3351,NGC-3351, 200  300  335  360  770 1000 1130 2100,mast:JWST/product/jw02107-o028_t010_nircam_clear-f200w_i2d.jpg,2107
2023-05-10,2023-05-09 13:19:32.317,2023-05-09 14:53:18.418,0,SNH0pe-2b, 90 150 200 277 356 444,mast:JWST/product/jw04446-o003_t009_nircam_clear-f090w_i2d.jpg,4446
2023-05-07,2023-05-07 03:07:19.364,2023-05-07 05:55:26.898,2835,NGC-2835, 200  300  335  360  770 1000 1130 2100,mast:JWST/product/jw02107-o027_t009_nircam_clear-f200w_i2d.jpg,2107
2023-04-23,2023-04-22 22:44:57.961,2023-04-23 00:09:25.788,0,SNH0pe-2b, 90 150 200 277 356 444,mast:JWST/product/jw04446-o002_t009_nircam_clear-f090w_i2d.jpg,4446
2023-03-24,2023-03-23 23:31:17.508,2023-03-24 01:58:58.433,0,VV340A, 560  770 1500,mast:JWST/product/jw01717-o003_t007_miri_f560w_i2d.jpg,1717
2023-03-23,2023-03-23 08:13:14.444,2023-03-23 09:53:50.329,0,HH48B-MIRI,770,mast:JWST/product/jw01309-o009_t016_miri_f770w_i2d.jpg,1309
2023-03-01,2022-09-01 08:10:52.677,2022-09-01 11:46:32.991,0,LDN-1527, 770 1280 1800,mast:JWST/product/jw02739-o006_t004_miri_f770w_i2d.jpg,2739
2023-03-01,2023-02-28 16:47:00.742,2023-02-28 22:48:11.496,5068,NGC-5068, 200  300  335  360  770 1000 1130 2100,mast:JWST/product/jw02107-o034_t016_nircam_clear-f200w_i2d.jpg,2107
2023-02-09,2023-02-08 23:06:57.831,2023-02-09 02:52:34.770,1672,NGC-1672, 200  300  335  360  770 1000 1130 2100,mast:JWST/product/jw02107-o026_t008_nircam_clear-f200w_i2d.jpg,2107
2023-02-08,2023-02-08 03:14:27.309,2023-02-08 06:04:24.859,4535,NGC-4535, 200  300  335  360  770 1000 1130 2100,mast:JWST/product/jw02107-o033_t015_nircam_clear-f200w_i2d.jpg,2107
2023-02-06,2023-01-23 09:34:22.479,2023-01-23 10:51:11.944,0,HH-30-MIRI, 770 1280 2100,mast:JWST/product/jw02562-o006_t004_miri_f770w-brightsky_i2d.jpg,2562
2023-02-04,2023-02-04 04:53:20.216,2023-02-04 10:18:30.333,1512,NGC-1512, 200  300  335  360  770 1000 1130 2100,mast:JWST/product/jw02107-o024_t006_nircam_clear-f200w_i2d.jpg,2107
2023-02-02,2023-01-31 13:28:02.980,2023-01-31 19:05:02.408,4303,NGC-4303, 200  300  335  360  770 1000 1130 2100,mast:JWST/product/jw02107-o031_t013_nircam_clear-f200w_i2d.jpg,2107
2023-01-31,2023-01-30 20:09:58.493,2023-01-31 03:43:33.950,1976,ORIBAR-MIRI-IFU-H2, 770 1130 1500,mast:JWST/product/jw01288-o002_t010_miri_f770w_i2d.jpg,1288
2023-01-30,2023-01-29 16:52:12.127,2023-01-29 19:58:44.090,1300,2022ACKO, 560  770 1000,mast:JWST/product/jw02122-o001_t002_miri_f560w_i2d.jpg,2122
2023-01-26,2023-01-25 14:51:20.441,2023-01-25 20:29:29.245,1300,NGC-1300, 200  300  335  360  770 1000 1130 2100,mast:JWST/product/jw02107-o020_t002_nircam_clear-f200w_i2d.jpg,2107
2023-01-26,2023-01-25 11:35:47.333,2023-01-25 14:18:35.699,1087,NGC-1087, 200  300  335  360  770 1000 1130 2100,mast:JWST/product/jw02107-o019_t001_nircam_clear-f200w_i2d.jpg,2107
2023-01-20,2022-07-29 05:15:23.791,2022-07-29 09:59:34.122,628,NGC628-NIRCAM,115 150 187 200 277 335 444,mast:JWST/product/jw01783-o004_t008_nircam_clear-f115w_i2d.jpg,1783
2023-01-19,2023-01-19 02:50:45.394,2023-01-19 08:15:39.319,1433,NGC-1433, 200  300  335  360  770 1000 1130 2100,mast:JWST/product/jw02107-o023_t005_nircam_clear-f200w_i2d.jpg,2107
2023-01-17,2023-01-17 06:43:01.825,2023-01-17 11:42:27.879,4321,NGC-4321, 200  300  335  360  770 1000 1130 2100,mast:JWST/product/jw02107-o032_t014_nircam_clear-f200w_i2d.jpg,2107
2023-01-16,2023-01-13 11:42:47.021,2023-01-13 16:21:21.748,3627,NGC-3627, 200  300  335  360  770 1000 1130 2100,mast:JWST/product/jw02107-o029_t011_nircam_clear-f200w_i2d.jpg,2107
2023-01-14,2022-07-02 21:51:15.388,2022-07-04 22:18:27.376,0,IC-4553,  90  150  200  277  356  444  770 1130 1280 1500,mast:JWST/product/jw02739-o007_t005_nircam_clear-f090w_i2d.jpg,2739
2022-12-28,2022-12-27 22:50:46.445,2022-12-27 23:36:19.949,3256,NGC3256-NUC2-MRS, 560  770 1500,mast:JWST/product/jw01328-o009_t018_miri_f560w_i2d.jpg,1328
2022-12-28,2022-12-27 21:51:39.888,2022-12-27 22:37:24.465,3256,NGC3256-NUC1-MRS, 560  770 1500,mast:JWST/product/jw01328-o008_t017_miri_f560w_i2d.jpg,1328
2022-12-25,2022-12-25 15:53:53.244,2022-12-25 16:03:58.457,3256,NGC3256-NUC1,150 200 335 444,mast:JWST/product/jw01328-o028_t005_nircam_clear-f150w-sub160p_i2d.jpg,1328
2022-12-25,2022-12-25 16:17:38.940,2022-12-27 21:34:53.492,3256,NGC3256-CENTERED, 150  200  335  444  560  770 1500,mast:JWST/product/jw01328-o012_t019_nircam_clear-f150w_i2d.jpg,1328
2022-12-21,2022-12-20 15:07:46.637,2022-12-20 18:57:55.580,0,SN2021AFDX,1500 2100 2550,mast:JWST/product/jw02754-o001_t001_miri_f1500w_i2d.jpg,2754
2022-12-06,2022-12-06 03:12:01.385,2022-12-06 05:02:35.290,1385,NGC-1385, 200  300  335  360  770 1000 1130 2100,mast:JWST/product/jw02107-o022_t004_nircam_clear-f200w_i2d.jpg,2107
2022-11-22,2022-11-22 09:40:28.943,2022-11-22 15:25:15.123,1566,NGC-1566, 200  300  335  360  770 1000 1130 2100,mast:JWST/product/jw02107-o025_t007_nircam_clear-f200w_i2d.jpg,2107
2022-11-17,2022-09-08 01:35:10.030,2022-09-08 03:41:08.829,0,LDN-1527,115 187 200 335 444 470,mast:JWST/product/jw02739-o005_t004_nircam_clear-f115w_i2d.jpg,2739
2022-11-03,2022-11-03 04:47:02.322,2022-11-03 07:26:26.134,2506,NGC2506G31,115 444,mast:JWST/product/jw01493-o002_t002_nircam_clear-f115w_i2d.jpg,1493
2022-10-31,2022-08-30 14:11:56.328,2022-08-30 21:16:20.654,6611,M-16, 770 1130 1500,mast:JWST/product/jw02739-o002_t001_miri_f770w_i2d.jpg,2739
2022-10-19,2022-08-14 08:33:34.559,2022-09-02 22:30:05.349,6611,M-16, 90 187 200 335 444 470,mast:JWST/product/jw02739-o001_t001_nircam_clear-f090w_i2d.jpg,2739
2022-10-07,2022-09-10 17:36:35.794,2022-09-10 19:30:13.808,1976,ORIBAR-IMAGING-NIRCAM,140 162 164 182 187 210 212 277 300 323 335 444 470 480,mast:JWST/product/jw01288-o001_t011_nircam_clear-f140m_i2d.jpg,1288
2022-09-19,2022-09-18 16:36:38.059,2022-09-18 20:28:10.002,1976,ORIBAR-IMAGING-MIRI, 187  212  300  410  770 1130,mast:JWST/product/jw01288-o015_t012_nircam_clear-f187n_i2d.jpg,1288
2022-09-11,2022-09-11 08:31:54.651,2022-09-11 12:33:03.664,1976,ORIBAR-IMAGING-MIRI, 182  210  335  444 1500 2550,mast:JWST/product/jw01288-o016_t012_nircam_clear-f182m_i2d.jpg,1288
2022-09-06,2022-06-10 13:32:42.134,2022-06-10 18:07:09.612,2070,NGC-2070, 770 1000 1130 1800,mast:JWST/product/jw02729-o002_t001_miri_f770w_i2d.jpg,2729
2022-09-06,2022-06-20 06:32:32.685,2022-06-20 07:46:38.400,2070,NGC-2070-S7B, 560  770 1000,mast:JWST/product/jw02729-o003_t002_miri_f560w_i2d.jpg,2729
2022-09-06,2022-06-02 21:47:54.331,2022-06-03 04:30:46.618,2070,NGC-2070, 90 187 200 335 444 470,mast:JWST/product/jw02729-o001_t001_nircam_clear-f090w_i2d.jpg,2729
2022-08-14,2022-08-13 13:21:52.712,2022-08-13 19:05:26.188,1365,NGC-1365, 200  300  335  360  770 1000 1130 2100,mast:JWST/product/jw02107-o021_t003_nircam_clear-f200w_i2d.jpg,2107
2022-08-04,2022-08-03 04:16:36.735,2022-08-03 04:27:42.499,5139,NGC-5139,212 470,mast:JWST/product/jw01478-o015_t003_nircam_clear-f212n_i2d.jpg,1478
2022-08-02,2022-06-12 03:08:46.446,2022-06-15 14:01:33.016,0,NAME-CARTWHEEL,  90  150  200  277  356  444  770 1000 1280 1800,mast:JWST/product/jw02727-o002_t062_nircam_clear-f090w_i2d.jpg,2727
2022-07-29,2022-07-29 10:38:59.666,2022-07-29 11:25:20.613,0,VV114-CENTERED,150 200 356 444,mast:JWST/product/jw01328-o024_t021_nircam_clear-f150w_i2d.jpg,1328
2022-07-27,2022-07-27 15:37:56.580,2022-07-27 17:43:00.475,0,WR140, 770 1500 2100,mast:JWST/product/jw01349-o058_t001_miri_f770w_i2d.jpg,1349
2022-07-17,2022-07-17 11:08:48.206,2022-07-17 16:07:43.605,628,NGC-628, 200  300  335  360  770 1000 1130 2100,mast:JWST/product/jw02107-o040_t018_nircam_clear-f200w_i2d.jpg,2107
2022-07-15,2022-07-15 12:21:18.182,2022-07-15 13:02:39.924,0,WR137,380 480,mast:JWST/product/jw01349-o006_t005_niriss_clearp-f380m-sub80_i2d.jpg,1349
2022-07-14,2022-07-02 01:25:57.614,2022-07-02 01:42:44.969,0,VV114-NUC, 560  770 1500,mast:JWST/product/jw01328-o025_t020_miri_f560w-sub128_i2d.jpg,1328
2022-07-14,2022-07-02 00:50:07.936,2022-07-02 01:15:33.483,0,VV114-CENTERED, 560  770 1500,mast:JWST/product/jw01328-o022_t021_miri_f560w-brightsky_i2d.jpg,1328
2022-07-14,2022-07-05 00:44:17.204,2022-07-05 01:40:56.740,0,VV114-NUC-MRS, 560  770 1500,mast:JWST/product/jw01328-o020_t023_miri_f560w_i2d.jpg,1328
2022-07-14,2022-06-22 12:27:51.287,2022-06-22 12:50:45.350,7469,NGC-7469, 560  770 1500,mast:JWST/product/jw01328-o017_t010_miri_f560w-brightsky_i2d.jpg,1328
2022-07-14,2022-07-06 17:29:42.548,2022-07-06 20:09:08.675,7496,NGC-7496, 200  300  335  360  770 1000 1130 2100,mast:JWST/product/jw02107-o041_t019_nircam_clear-f200w_i2d.jpg,2107
2022-07-14,2022-06-04 16:25:58.194,2022-06-04 17:00:33.986,6543,NGC-6543-OUTSKIRTS,770,mast:JWST/product/jw01031-o004_t015_miri_f770w_i2d.jpg,1031
2022-07-14,2022-05-13 20:02:16.032,2022-05-13 21:56:06.865,0,GALACTICPLANE2, 70 115 150 277,mast:JWST/product/jw01073-o006_t003_nircam_clear-f070w_i2d.jpg,1073
2022-07-14,2022-07-06 20:34:23.497,2022-07-06 22:04:51.644,0,IC-5332, 770 1000 1130 2100,mast:JWST/product/jw02107-o018_t017_miri_f770w_i2d.jpg,2107
2022-07-14,2022-06-20 23:15:26.970,2022-06-21 00:12:10.542,6341,M92, 90 150 277 444,mast:JWST/product/jw01334-o001_t001_nircam_clear-f090w_i2d.jpg,1334
2022-07-14,2022-07-04 03:48:44.278,2022-07-04 04:34:15.030,7469,NGC-7469-MRS, 560  770 1500,mast:JWST/product/jw01328-o015_t014_miri_f560w_i2d.jpg,1328
2022-07-14,2022-06-04 17:39:19.541,2022-06-06 03:45:46.756,6543,NGC-6543, 770 1280,mast:JWST/product/jw01031-o012_t010_miri_f770w_i2d.jpg,1031
2022-07-14,2022-05-07 12:40:18.549,2022-05-07 13:10:41.790,6552,NGC-6552,560,mast:JWST/product/jw01039-o005_t001_miri_f560w_i2d.jpg,1039
2022-07-14,2022-07-01 16:42:12.132,2022-07-04 03:32:56.122,7469,NGC-7469, 150  200  335  444  560  770 1500,mast:JWST/product/jw01328-o019_t010_nircam_clear-f150w_i2d.jpg,1328
2022-07-14,2022-07-04 06:15:21.301,2022-07-04 06:59:59.270,0,WR140MRSCAL, 560 1000 2100,mast:JWST/product/jw01349-o002_t004_miri_f560w_i2d.jpg,1349
2022-07-13,2022-06-20 09:54:37.085,2022-06-20 11:02:03.189,7319,NGC-7319-MRS, 770 1000 1130,mast:JWST/product/jw02732-o004_t004_miri_f770w_i2d.jpg,2732
2022-07-13,2022-06-11 01:13:05.558,2022-06-11 13:21:47.368,3324,NGC-3324, 770 1130 1280 1800,mast:JWST/product/jw02731-o002_t017_miri_f770w_i2d.jpg,2731
2022-07-13,2022-06-03 09:00:41.204,2022-06-03 15:22:38.772,3324,NGC-3324, 90 187 200 335 444 470,mast:JWST/product/jw02731-o001_t017_nircam_clear-f090w_i2d.jpg,2731
2022-07-13,2022-06-12 12:00:26.075,2022-06-12 16:48:57.083,3132,NGC-3132, 770 1130 1280 1800,mast:JWST/product/jw02733-o002_t001_miri_f770w_i2d.jpg,2733
2022-07-13,2022-06-03 16:01:34.363,2022-06-03 18:21:52.105,3132,NGC-3132, 90 187 212 356 444 470,mast:JWST/product/jw02733-o001_t001_nircam_clear-f090w_i2d.jpg,2733
2022-07-13,2022-06-11 15:59:35.100,2022-06-12 21:37:28.171,7320,NGC-7320,  90  150  200  277  356  444  770 1000 1500,mast:JWST/product/jw02732-o001_t001_nircam_clear-f090w_i2d.jpg,2732
2022-07-13,2022-06-30 23:46:55.610,2022-07-01 03:21:59.828,7320,NGC-7320, 770 1000 1500,mast:JWST/product/jw02732-o006_t001_miri_f770w_i2d.jpg,2732
