obsid,proposal_id,proposal_pi,target_name,instrument_name,obs_title,jpegURL,t_max,t_obs_release,dataURL
266459683,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000009940_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000009940_nirspec_clear-prism_cal.fits
266457766,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000655_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000655_nirspec_clear-prism_crf.fits
266459693,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000170062_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000170062_nirspec_clear-prism_cal.fits
266457765,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000186_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000186_nirspec_clear-prism_cal.fits
266467273,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000008876_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000008876_nirspec_clear-prism_crf.fits
266457782,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000603_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000603_nirspec_clear-prism_crf.fits
266452809,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000659_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000659_nirspec_clear-prism_crf.fits
266460655,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000006339_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000006339_nirspec_clear-prism_crf.fits
266450362,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000174_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000174_nirspec_clear-prism_crf.fits
266448636,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000170108_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000170108_nirspec_clear-prism_cal.fits
266451813,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000665_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000665_nirspec_clear-prism_crf.fits
266461828,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000006916_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000006916_nirspec_clear-prism_crf.fits
266451845,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000174920_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000174920_nirspec_clear-prism_cal.fits
266461807,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000164215_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000164215_nirspec_clear-prism_crf.fits
266452482,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000048_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000048_nirspec_clear-prism_cal.fits
266461810,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000191_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000191_nirspec_clear-prism_crf.fits
266448639,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000170755_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000170755_nirspec_clear-prism_cal.fits
266451659,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000642_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000642_nirspec_clear-prism_crf.fits
266451833,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000010621_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000010621_nirspec_clear-prism_crf.fits
266448622,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000357_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000357_nirspec_clear-prism_cal.fits
266453037,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000005754_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000005754_nirspec_clear-prism_crf.fits
266454836,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000195_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000195_nirspec_clear-prism_crf.fits
266461830,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000004364_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000004364_nirspec_clear-prism_crf.fits
266450768,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000178935_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000178935_nirspec_clear-prism_cal.fits
266448409,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000489_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000489_nirspec_clear-prism_cal.fits
266456599,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000183554_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000183554_nirspec_clear-prism_cal.fits
266461237,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000268_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000268_nirspec_clear-prism_crf.fits
266449016,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000428_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000428_nirspec_clear-prism_cal.fits
266454411,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000501_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000501_nirspec_clear-prism_crf.fits
266450442,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000165960_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000165960_nirspec_clear-prism_crf.fits
266459681,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000166377_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000166377_nirspec_clear-prism_crf.fits
266459669,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000285_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000285_nirspec_clear-prism_crf.fits
266466326,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000166865_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000166865_nirspec_clear-prism_crf.fits
266456559,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000176581_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000176581_nirspec_clear-prism_crf.fits
266456563,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000076_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000076_nirspec_clear-prism_crf.fits
266459634,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000003799_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000003799_nirspec_clear-prism_cal.fits
266465590,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000190570_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000190570_nirspec_clear-prism_crf.fits
266452485,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000666_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000666_nirspec_clear-prism_crf.fits
266459682,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000669_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000669_nirspec_clear-prism_crf.fits
266450413,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000394_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000394_nirspec_clear-prism_crf.fits
266450454,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000004771_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000004771_nirspec_clear-prism_crf.fits
266456557,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000104_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000104_nirspec_clear-prism_crf.fits
266452817,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000529_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000529_nirspec_clear-prism_crf.fits
266459687,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000004857_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000004857_nirspec_clear-prism_crf.fits
266459101,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000668_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000668_nirspec_clear-prism_crf.fits
266448620,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000177303_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000177303_nirspec_clear-prism_cal.fits
266453602,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000406_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000406_nirspec_clear-prism_cal.fits
266453219,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000168643_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000168643_nirspec_clear-prism_cal.fits
266449021,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000557_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000557_nirspec_clear-prism_cal.fits
266448634,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000193_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000193_nirspec_clear-prism_cal.fits
266457760,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000006684_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000006684_nirspec_clear-prism_crf.fits
266448143,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000393_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000393_nirspec_clear-prism_cal.fits
266457776,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000164077_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000164077_nirspec_clear-prism_cal.fits
266459675,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000330_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000330_nirspec_clear-prism_crf.fits
266459684,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000679_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000679_nirspec_clear-prism_cal.fits
266451773,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000010795_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000010795_nirspec_clear-prism_crf.fits
266452820,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000411_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000411_nirspec_clear-prism_cal.fits
266451671,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000374_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000374_nirspec_clear-prism_cal.fits
266447559,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000008823_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000008823_nirspec_clear-prism_cal.fits
266461809,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000010119_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000010119_nirspec_clear-prism_crf.fits
266449008,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000631_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000631_nirspec_clear-prism_cal.fits
266461402,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000170314_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000170314_nirspec_clear-prism_crf.fits
266459657,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000002910_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000002910_nirspec_clear-prism_crf.fits
266460690,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000171530_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000171530_nirspec_clear-prism_crf.fits
266461239,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000504_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000504_nirspec_clear-prism_crf.fits
266464509,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000006357_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000006357_nirspec_clear-prism_crf.fits
266464501,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000004246_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000004246_nirspec_clear-prism_crf.fits
266453620,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000177212_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000177212_nirspec_clear-prism_cal.fits
266467751,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000284_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000284_nirspec_clear-prism_crf.fits
266452827,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000006744_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000006744_nirspec_clear-prism_crf.fits
266454420,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000004049_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000004049_nirspec_clear-prism_crf.fits
266461405,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000011_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000011_nirspec_clear-prism_crf.fits
266465827,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000355_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000355_nirspec_clear-prism_crf.fits
266461233,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000621_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000621_nirspec_clear-prism_crf.fits
266451816,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000046_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000046_nirspec_clear-prism_crf.fits
266461231,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000521_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000521_nirspec_clear-prism_crf.fits
266450458,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000320_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000320_nirspec_clear-prism_cal.fits
266459108,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_b000000507_nirspec_clear-prism_crf.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_b000000507_nirspec_clear-prism_crf.fits
266460646,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000171616_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000171616_nirspec_clear-prism_crf.fits
266447567,6368,"Dickinson, Mark",COSMOS_cat,NIRSPEC/MSA,The CANDELS-Area Prism Epoch of Reionization Survey,mast:JWST/product/jw06368-o019_s000161875_nirspec_clear-prism_cal.jpg,2025-05-22 07:08:50.210,2025-05-22 16:07:09.993,mast:JWST/product/jw06368-o019_s000161875_nirspec_clear-prism_cal.fits
