,file,x,y
201,Moris20220927/mor.2022B026.220927.DART2.00202.a.fits,235,329
202,Moris20220927/mor.2022B026.220927.DART2.00203.a.fits,235,330
203,Moris20220927/mor.2022B026.220927.DART2.00204.a.fits,235,329
204,Moris20220927/mor.2022B026.220927.DART2.00205.a.fits,234,330
205,Moris20220927/mor.2022B026.220927.DART2.00206.a.fits,234,332
206,Moris20220927/mor.2022B026.220927.DART2.00207.a.fits,234,332
207,Moris20220927/mor.2022B026.220927.DART2.00208.a.fits,235,331
208,Moris20220927/mor.2022B026.220927.DART2.00209.a.fits,234,332
209,Moris20220927/mor.2022B026.220927.DART2.00210.a.fits,236,329
210,Moris20220927/mor.2022B026.220927.DART2.00211.a.fits,234,330
211,Moris20220927/mor.2022B026.220927.DART2.00212.a.fits,235,329
212,Moris20220927/mor.2022B026.220927.DART2.00213.a.fits,234,330
213,Moris20220927/mor.2022B026.220927.DART2.00214.a.fits,234,331
214,Moris20220927/mor.2022B026.220927.DART2.00215.a.fits,235,331
215,Moris20220927/mor.2022B026.220927.DART2.00216.a.fits,234,331
216,Moris20220927/mor.2022B026.220927.DART2.00217.a.fits,236,331
217,Moris20220927/mor.2022B026.220927.DART2.00218.a.fits,235,330
218,Moris20220927/mor.2022B026.220927.DART2.00219.a.fits,235,330
219,Moris20220927/mor.2022B026.220927.DART2.00220.a.fits,234,330
220,Moris20220927/mor.2022B026.220927.DART2.00221.a.fits,234,330
221,Moris20220927/mor.2022B026.220927.DART2.00222.a.fits,235,330
222,Moris20220927/mor.2022B026.220927.DART2.00223.a.fits,234,330
223,Moris20220927/mor.2022B026.220927.DART2.00224.a.fits,235,330
224,Moris20220927/mor.2022B026.220927.DART2.00225.a.fits,234,330
225,Moris20220927/mor.2022B026.220927.DART2.00226.a.fits,236,330
226,Moris20220927/mor.2022B026.220927.DART2.00227.a.fits,235,330
227,Moris20220927/mor.2022B026.220927.DART2.00228.a.fits,234,330
228,Moris20220927/mor.2022B026.220927.DART2.00229.a.fits,236,330
229,Moris20220927/mor.2022B026.220927.DART2.00230.a.fits,235,331
230,Moris20220927/mor.2022B026.220927.DART2.00231.a.fits,234,331
231,Moris20220927/mor.2022B026.220927.DART2.00232.a.fits,234,330
232,Moris20220927/mor.2022B026.220927.DART2.00233.a.fits,235,329
233,Moris20220927/mor.2022B026.220927.DART2.00234.a.fits,235,330
234,Moris20220927/mor.2022B026.220927.DART2.00235.a.fits,234,331
235,Moris20220927/mor.2022B026.220927.DART2.00236.a.fits,235,330
236,Moris20220927/mor.2022B026.220927.DART2.00237.a.fits,235,331
237,Moris20220927/mor.2022B026.220927.DART2.00238.a.fits,234,331
238,Moris20220927/mor.2022B026.220927.DART2.00239.a.fits,234,329
239,Moris20220927/mor.2022B026.220927.DART2.00240.a.fits,234,330
240,Moris20220927/mor.2022B026.220927.DART2.00241.a.fits,234,330
241,Moris20220927/mor.2022B026.220927.DART2.00242.a.fits,234,330
242,Moris20220927/mor.2022B026.220927.DART2.00243.a.fits,235,330
243,Moris20220927/mor.2022B026.220927.DART2.00244.a.fits,235,331
244,Moris20220927/mor.2022B026.220927.DART2.00245.a.fits,235,330
245,Moris20220927/mor.2022B026.220927.DART2.00246.a.fits,235,330
246,Moris20220927/mor.2022B026.220927.DART2.00247.a.fits,235,331
247,Moris20220927/mor.2022B026.220927.DART2.00248.a.fits,233,330
248,Moris20220927/mor.2022B026.220927.DART2.00249.a.fits,235,330
249,Moris20220927/mor.2022B026.220927.DART2.00250.a.fits,234,329
250,Moris20220927/mor.2022B026.220927.DART2.00251.a.fits,236,328
251,Moris20220927/mor.2022B026.220927.DART2.00252.a.fits,237,329
252,Moris20220927/mor.2022B026.220927.DART2.00253.a.fits,235,329
253,Moris20220927/mor.2022B026.220927.DART2.00254.a.fits,235,331
254,Moris20220927/mor.2022B026.220927.DART2.00255.a.fits,235,331
255,Moris20220927/mor.2022B026.220927.DART2.00256.a.fits,234,330
256,Moris20220927/mor.2022B026.220927.DART2.00257.a.fits,235,330
257,Moris20220927/mor.2022B026.220927.DART2.00258.a.fits,235,330
258,Moris20220927/mor.2022B026.220927.DART2.00259.a.fits,235,329
259,Moris20220927/mor.2022B026.220927.DART2.00260.a.fits,235,329
260,Moris20220927/mor.2022B026.220927.DART2.00261.a.fits,237,330
261,Moris20220927/mor.2022B026.220927.DART2.00262.a.fits,236,329
262,Moris20220927/mor.2022B026.220927.DART2.00263.a.fits,235,330
263,Moris20220927/mor.2022B026.220927.DART2.00264.a.fits,235,330
264,Moris20220927/mor.2022B026.220927.DART2.00265.a.fits,234,332
265,Moris20220927/mor.2022B026.220927.DART2.00266.a.fits,234,333
266,Moris20220927/mor.2022B026.220927.DART2.00267.a.fits,233,332
267,Moris20220927/mor.2022B026.220927.DART2.00268.a.fits,234,331
268,Moris20220927/mor.2022B026.220927.DART2.00269.a.fits,299,325
269,Moris20220927/mor.2022B026.220927.DART2.00270.a.fits,297,325
270,Moris20220927/mor.2022B026.220927.DART2.00271.a.fits,297,327
271,Moris20220927/mor.2022B026.220927.DART2.00272.a.fits,298,326
272,Moris20220927/mor.2022B026.220927.DART2.00273.a.fits,298,327
273,Moris20220927/mor.2022B026.220927.DART2.00274.a.fits,298,326
274,Moris20220927/mor.2022B026.220927.DART2.00275.a.fits,296,324
275,Moris20220927/mor.2022B026.220927.DART2.00276.a.fits,298,324
276,Moris20220927/mor.2022B026.220927.DART2.00277.a.fits,297,323
277,Moris20220927/mor.2022B026.220927.DART2.00278.a.fits,298,326
278,Moris20220927/mor.2022B026.220927.DART2.00279.a.fits,297,327
279,Moris20220927/mor.2022B026.220927.DART2.00280.a.fits,297,326
280,Moris20220927/mor.2022B026.220927.DART2.00281.a.fits,297,327
281,Moris20220927/mor.2022B026.220927.DART2.00282.a.fits,298,327
282,Moris20220927/mor.2022B026.220927.DART2.00283.a.fits,299,325
283,Moris20220927/mor.2022B026.220927.DART2.00284.a.fits,297,326
284,Moris20220927/mor.2022B026.220927.DART2.00285.a.fits,299,326
285,Moris20220927/mor.2022B026.220927.DART2.00286.a.fits,299,324
286,Moris20220927/mor.2022B026.220927.DART2.00287.a.fits,300,325
287,Moris20220927/mor.2022B026.220927.DART2.00288.a.fits,299,324
288,Moris20220927/mor.2022B026.220927.DART2.00289.a.fits,299,325
289,Moris20220927/mor.2022B026.220927.DART2.00290.a.fits,299,325
290,Moris20220927/mor.2022B026.220927.DART2.00291.a.fits,299,326
291,Moris20220927/mor.2022B026.220927.DART2.00292.a.fits,299,327
292,Moris20220927/mor.2022B026.220927.DART2.00293.a.fits,299,326
293,Moris20220927/mor.2022B026.220927.DART2.00294.a.fits,299,324
294,Moris20220927/mor.2022B026.220927.DART2.00295.a.fits,299,323
295,Moris20220927/mor.2022B026.220927.DART2.00296.a.fits,298,324
296,Moris20220927/mor.2022B026.220927.DART2.00297.a.fits,298,324
297,Moris20220927/mor.2022B026.220927.DART2.00298.a.fits,297,326
298,Moris20220927/mor.2022B026.220927.DART2.00299.a.fits,296,325
299,Moris20220927/mor.2022B026.220927.DART2.00300.a.fits,298,325
300,Moris20220927/mor.2022B026.220927.DART2.00301.a.fits,298,324
301,Moris20220927/mor.2022B026.220927.DART2.00302.a.fits,298,324
302,Moris20220927/mor.2022B026.220927.DART2.00303.a.fits,298,325
303,Moris20220927/mor.2022B026.220927.DART2.00304.a.fits,299,325
304,Moris20220927/mor.2022B026.220927.DART2.00305.a.fits,299,326
305,Moris20220927/mor.2022B026.220927.DART2.00306.a.fits,299,327
306,Moris20220927/mor.2022B026.220927.DART2.00307.a.fits,298,326
307,Moris20220927/mor.2022B026.220927.DART2.00308.a.fits,299,326
308,Moris20220927/mor.2022B026.220927.DART2.00309.a.fits,297,324
309,Moris20220927/mor.2022B026.220927.DART2.00310.a.fits,297,326
310,Moris20220927/mor.2022B026.220927.DART2.00311.a.fits,299,326
311,Moris20220927/mor.2022B026.220927.DART2.00312.a.fits,299,326
312,Moris20220927/mor.2022B026.220927.DART2.00313.a.fits,300,326
313,Moris20220927/mor.2022B026.220927.DART2.00314.a.fits,299,326
314,Moris20220927/mor.2022B026.220927.DART2.00315.a.fits,299,327
315,Moris20220927/mor.2022B026.220927.DART2.00316.a.fits,298,326
316,Moris20220927/mor.2022B026.220927.DART2.00317.a.fits,299,325
317,Moris20220927/mor.2022B026.220927.DART2.00318.a.fits,299,324
318,Moris20220927/mor.2022B026.220927.DART2.00319.a.fits,298,326
319,Moris20220927/mor.2022B026.220927.DART2.00320.a.fits,299,326
320,Moris20220927/mor.2022B026.220927.DART2.00321.a.fits,300,326
321,Moris20220927/mor.2022B026.220927.DART2.00322.a.fits,299,326
322,Moris20220927/mor.2022B026.220927.DART2.00323.a.fits,299,326
323,Moris20220927/mor.2022B026.220927.DART2.00324.a.fits,299,325
324,Moris20220927/mor.2022B026.220927.DART2.00325.a.fits,296,326
325,Moris20220927/mor.2022B026.220927.DART2.00326.a.fits,298,326
326,Moris20220927/mor.2022B026.220927.DART2.00327.a.fits,297,326
327,Moris20220927/mor.2022B026.220927.DART2.00328.a.fits,299,326
328,Moris20220927/mor.2022B026.220927.DART2.00329.a.fits,300,325
329,Moris20220927/mor.2022B026.220927.DART2.00330.a.fits,299,324
330,Moris20220927/mor.2022B026.220927.DART2.00331.a.fits,301,324
331,Moris20220927/mor.2022B026.220927.DART2.00332.a.fits,300,324
332,Moris20220927/mor.2022B026.220927.DART2.00333.a.fits,299,325
333,Moris20220927/mor.2022B026.220927.DART2.00334.a.fits,298,327
334,Moris20220927/mor.2022B026.220927.DART2.00335.a.fits,299,325
335,Moris20220927/mor.2022B026.220927.DART2.00336.a.fits,298,326
336,Moris20220927/mor.2022B026.220927.DART2.00337.a.fits,297,326
337,Moris20220927/mor.2022B026.220927.DART2.00338.a.fits,297,326
338,Moris20220927/mor.2022B026.220927.DART2.00339.a.fits,296,326
339,Moris20220927/mor.2022B026.220927.DART2.00340.a.fits,298,326
340,Moris20220927/mor.2022B026.220927.DART2.00341.a.fits,298,326
341,Moris20220927/mor.2022B026.220927.DART2.00342.a.fits,299,325
342,Moris20220927/mor.2022B026.220927.DART2.00343.a.fits,298,325
343,Moris20220927/mor.2022B026.220927.DART2.00344.a.fits,300,325
344,Moris20220927/mor.2022B026.220927.DART2.00345.a.fits,301,326
345,Moris20220927/mor.2022B026.220927.DART2.00346.a.fits,300,326
346,Moris20220927/mor.2022B026.220927.DART2.00347.a.fits,300,326
347,Moris20220927/mor.2022B026.220927.DART2.00348.a.fits,300,326
348,Moris20220927/mor.2022B026.220927.DART2.00349.a.fits,298,326
349,Moris20220927/mor.2022B026.220927.DART2.00350.a.fits,299,325
350,Moris20220927/mor.2022B026.220927.DART2.00351.a.fits,300,325
351,Moris20220927/mor.2022B026.220927.DART2.00352.a.fits,298,326
352,Moris20220927/mor.2022B026.220927.DART2.00353.a.fits,298,325
353,Moris20220927/mor.2022B026.220927.DART2.00354.a.fits,298,326
354,Moris20220927/mor.2022B026.220927.DART2.00355.a.fits,299,326
355,Moris20220927/mor.2022B026.220927.DART2.00356.a.fits,298,326
356,Moris20220927/mor.2022B026.220927.DART2.00357.a.fits,298,326
357,Moris20220927/mor.2022B026.220927.DART2.00358.a.fits,299,325
358,Moris20220927/mor.2022B026.220927.DART2.00359.a.fits,297,326
359,Moris20220927/mor.2022B026.220927.DART2.00360.a.fits,298,324
360,Moris20220927/mor.2022B026.220927.DART2.00361.a.fits,299,325
361,Moris20220927/mor.2022B026.220927.DART2.00362.a.fits,299,325
362,Moris20220927/mor.2022B026.220927.DART2.00363.a.fits,301,325
363,Moris20220927/mor.2022B026.220927.DART2.00364.a.fits,299,326
364,Moris20220927/mor.2022B026.220927.DART2.00365.a.fits,299,325
365,Moris20220927/mor.2022B026.220927.DART2.00366.a.fits,298,325
366,Moris20220927/mor.2022B026.220927.DART2.00367.a.fits,299,326
367,Moris20220927/mor.2022B026.220927.DART2.00368.a.fits,298,325
368,Moris20220927/mor.2022B026.220927.DART2.00369.a.fits,298,326
369,Moris20220927/mor.2022B026.220927.DART2.00370.a.fits,298,325
370,Moris20220927/mor.2022B026.220927.DART2.00371.a.fits,300,325
371,Moris20220927/mor.2022B026.220927.DART2.00372.a.fits,300,325
372,Moris20220927/mor.2022B026.220927.DART2.00373.a.fits,299,326
373,Moris20220927/mor.2022B026.220927.DART2.00374.a.fits,299,326
374,Moris20220927/mor.2022B026.220927.DART2.00375.a.fits,300,325
375,Moris20220927/mor.2022B026.220927.DART2.00376.a.fits,299,325
376,Moris20220927/mor.2022B026.220927.DART2.00377.a.fits,235,330
377,Moris20220927/mor.2022B026.220927.DART2.00378.a.fits,234,330
378,Moris20220927/mor.2022B026.220927.DART2.00379.a.fits,234,330
379,Moris20220927/mor.2022B026.220927.DART2.00380.a.fits,234,330
380,Moris20220927/mor.2022B026.220927.DART2.00381.a.fits,233,331
381,Moris20220927/mor.2022B026.220927.DART2.00382.a.fits,235,330
382,Moris20220927/mor.2022B026.220927.DART2.00383.a.fits,234,328
383,Moris20220927/mor.2022B026.220927.DART2.00384.a.fits,234,330
384,Moris20220927/mor.2022B026.220927.DART2.00385.a.fits,235,329
385,Moris20220927/mor.2022B026.220927.DART2.00386.a.fits,235,331
386,Moris20220927/mor.2022B026.220927.DART2.00387.a.fits,235,332
387,Moris20220927/mor.2022B026.220927.DART2.00388.a.fits,235,332
