HSTYear,HSTMonth,HSTDay,HSTHour,HSTMin,HSTSec,Temp(C),Dew_Pt(C),RH(%),Wspd(mph),Wdir(deg),Peak_Wspd(mph),Pres(mb),Rain(mm),PW(mm)
2022,9,26,0,0,1,2.56,-16.89,22,0,0,0,,,
2022,9,26,0,1,1,2.65,-16.9,21,0,0,0,,,
2022,9,26,0,2,1,2.65,-16.9,21,0,0,0,,,
2022,9,26,0,3,1,2.68,-16.89,21,0,0,0,,,
2022,9,26,0,4,1,2.68,-16.89,21,0,0,0,,,
2022,9,26,0,5,1,2.65,-16.99,21,0,0,0,,,
2022,9,26,0,6,1,2.65,-16.99,21,0,0,0,,,
2022,9,26,0,7,1,2.69,-17.03,21,0,0,0,,,
2022,9,26,0,8,1,2.69,-17.03,21,0,0,0,,,
2022,9,26,0,9,1,2.68,-17.11,21,0,0,0,,,
2022,9,26,0,10,1,2.68,-17.11,21,0,0,0,,,
2022,9,26,0,11,1,2.52,-17.15,21,0,0,0,,,
2022,9,26,0,12,1,2.52,-17.15,21,0,0,0,,,
2022,9,26,0,13,1,2.53,-17.18,21,0,0,0,,,
2022,9,26,0,14,1,2.53,-17.18,21,0,0,0,,,
2022,9,26,0,15,1,2.63,-17.17,21,0,0,0,,,
2022,9,26,0,16,1,2.63,-17.17,21,0,0,0,,,
2022,9,26,0,17,1,2.61,-17.18,21,0,0,0,,,
2022,9,26,0,18,1,2.61,-17.18,21,0,0,0,,,
2022,9,26,0,19,1,2.58,-17.18,21,0,0,0,,,
2022,9,26,0,20,2,2.58,-17.18,21,0,0,0,,,
2022,9,26,0,21,1,2.71,-17.24,21,0,0,0,,,
2022,9,26,0,22,1,2.71,-17.24,21,0,0,0,,,
2022,9,26,0,23,1,2.69,-17.23,21,0,0,0,,,
2022,9,26,0,24,1,2.69,-17.23,21,0,0,0,,,
2022,9,26,0,25,1,2.68,-17.27,21,0,0,0,,,
2022,9,26,0,26,1,2.68,-17.27,21,0,0,0,,,
2022,9,26,0,27,1,2.76,-17.33,21,0,0,0,,,
2022,9,26,0,28,1,2.76,-17.33,21,0,0,0,,,
2022,9,26,0,29,1,2.7,-17.38,21,0,0,0,,,
2022,9,26,0,30,1,2.7,-17.38,21,0,0,0,,,
2022,9,26,0,31,1,2.82,-17.4,21,0,0,0,,,
2022,9,26,0,32,1,2.82,-17.4,21,0,0,0,,,
2022,9,26,0,33,1,2.7,-17.43,21,0,0,0,,,
2022,9,26,0,34,1,2.7,-17.43,21,0,0,0,,,
2022,9,26,0,35,1,2.79,-17.41,21,0,0,0,,,
2022,9,26,0,36,1,2.79,-17.41,21,0,0,0,,,
2022,9,26,0,37,2,2.71,-17.43,20,0,0,0,,,
2022,9,26,0,38,1,2.71,-17.43,20,0,0,0,,,
2022,9,26,0,39,1,2.88,-17.5,20,0,0,0,,,
2022,9,26,0,40,1,2.88,-17.5,20,0,0,0,,,
2022,9,26,0,41,1,2.84,-17.5,20,0,0,0,,,
2022,9,26,0,42,1,2.84,-17.5,20,0,0,0,,,
2022,9,26,0,43,1,2.84,-17.55,20,0,0,0,,,
2022,9,26,0,44,1,2.84,-17.55,20,0,0,0,,,
2022,9,26,0,45,1,2.79,-17.67,20,0,0,0,,,
2022,9,26,0,46,1,2.79,-17.67,20,0,0,0,,,
2022,9,26,0,47,1,2.78,0,20,0,0,0,,,
2022,9,26,0,48,1,2.78,0,20,0,0,0,,,
2022,9,26,0,49,1,2.97,0,20,0,0,0,,,
2022,9,26,0,50,1,2.97,0,20,0,0,0,,,
2022,9,26,0,51,1,2.98,-17.74,20,0,0,0,,,
2022,9,26,0,52,1,2.98,-17.74,20,0,0,0,,,
2022,9,26,0,53,1,3.14,-17.76,20,0,0,0,,,
2022,9,26,0,54,1,3.14,-17.76,20,0,0,0,,,
2022,9,26,0,55,1,3.03,-17.84,20,0,0,0,,,
2022,9,26,0,56,1,3.03,-17.84,20,0,0,0,,,
2022,9,26,0,57,1,3.02,-17.85,20,0,0,0,,,
2022,9,26,0,58,2,3.02,-17.85,20,0,0,0,,,
2022,9,26,0,59,1,3.21,-17.81,20,0,0,0,,,
2022,9,26,1,0,1,3.21,-17.81,20,0,0,0,,,
2022,9,26,1,1,1,3.27,-17.85,20,0,0,0,,,
2022,9,26,1,2,1,3.27,-17.85,20,0,0,0,,,
2022,9,26,1,3,2,3.23,-17.89,20,0,0,0,,,
2022,9,26,1,4,1,3.23,-17.89,20,0,0,0,,,
2022,9,26,1,5,1,3.32,-17.94,20,0,0,0,,,
2022,9,26,1,6,1,3.32,-17.94,20,0,0,0,,,
2022,9,26,1,7,1,3.4,-17.91,20,0,0,0,,,
2022,9,26,1,8,1,3.4,-17.91,20,0,0,0,,,
2022,9,26,1,9,1,3.42,-17.89,20,0,0,0,,,
2022,9,26,1,10,1,3.42,-17.89,20,0,0,0,,,
2022,9,26,1,11,1,3.39,-17.94,20,0,0,0,,,
2022,9,26,1,12,1,3.39,-17.94,20,0,0,0,,,
2022,9,26,1,13,1,3.39,-17.92,19,0,0,0,,,
2022,9,26,1,14,2,3.39,-17.92,19,0,0,0,,,
2022,9,26,1,15,1,3.37,-17.94,20,0,0,0,,,
2022,9,26,1,16,1,3.37,-17.94,20,0,0,0,,,
2022,9,26,1,17,1,3.3,-17.93,20,0,0,0,,,
2022,9,26,1,18,1,3.3,-17.93,20,0,0,0,,,
2022,9,26,1,19,2,3.3,-17.86,20,0,0,0,,,
2022,9,26,1,20,1,3.3,-17.86,20,0,0,0,,,
2022,9,26,1,21,1,3.19,-17.85,20,0,0,0,,,
2022,9,26,1,22,1,3.19,-17.85,20,0,0,0,,,
2022,9,26,1,23,1,3.09,-17.7,21,0,0,0,,,
2022,9,26,1,24,1,3.09,-17.7,21,0,0,0,,,
2022,9,26,1,25,1,3.06,-17.65,20,0,0,0,,,
2022,9,26,1,26,1,3.06,-17.65,20,0,0,0,,,
2022,9,26,1,27,1,2.92,-17.59,21,0,0,0,,,
2022,9,26,1,28,1,2.92,-17.59,21,0,0,0,,,
2022,9,26,1,29,1,2.96,-17.56,21,0,0,0,,,
2022,9,26,1,30,1,2.96,-17.56,21,0,0,0,,,
2022,9,26,1,31,1,2.92,-17.45,21,0,0,0,,,
2022,9,26,1,32,1,2.92,-17.45,21,0,0,0,,,
2022,9,26,1,33,1,2.97,-17.41,20,0,0,0,,,
2022,9,26,1,34,1,2.97,-17.41,20,0,0,0,,,
2022,9,26,1,35,1,2.91,-17.44,21,0,0,0,,,
2022,9,26,1,36,1,2.91,-17.44,21,0,0,0,,,
2022,9,26,1,37,1,2.85,-17.48,21,0,0,0,,,
2022,9,26,1,38,1,2.85,-17.48,21,0,0,0,,,
2022,9,26,1,39,1,2.97,-17.38,21,0,0,0,,,
2022,9,26,1,40,1,2.97,-17.38,21,0,0,0,,,
2022,9,26,1,41,1,3,-17.37,20,0,0,0,,,
2022,9,26,1,42,2,3,-17.37,20,0,0,0,,,
2022,9,26,1,43,1,3.01,-17.48,19,0,0,0,,,
2022,9,26,1,44,1,3.01,-17.48,19,0,0,0,,,
2022,9,26,1,45,1,3.05,-17.54,19,0,0,0,,,
2022,9,26,1,46,1,3.05,-17.54,19,0,0,0,,,
2022,9,26,1,47,1,3.05,-17.75,19,0,0,0,,,
2022,9,26,1,48,1,3.05,-17.75,19,0,0,0,,,
2022,9,26,1,49,1,3.36,-17.87,18,0,0,0,,,
2022,9,26,1,50,2,3.36,-17.87,18,0,0,0,,,
2022,9,26,1,51,1,3.01,-18.17,18,0,0,0,,,
2022,9,26,1,52,1,3.01,-18.17,18,0,0,0,,,
2022,9,26,1,53,1,2.8,-18.54,18,0,0,0,,,
2022,9,26,1,54,1,2.8,-18.54,18,0,0,0,,,
2022,9,26,1,55,1,2.77,-18.76,18,0,0,0,,,
2022,9,26,1,56,2,2.77,-18.76,18,0,0,0,,,
2022,9,26,1,57,1,3.04,-18.88,18,0,0,0,,,
2022,9,26,1,58,1,3.04,-18.88,18,0,0,0,,,
2022,9,26,1,59,1,2.96,-18.96,18,0,0,0,,,
2022,9,26,2,0,1,2.96,-18.96,18,0,0,0,,,
2022,9,26,2,1,1,2.93,-19.02,18,0,0,0,,,
2022,9,26,2,2,1,2.93,-19.02,18,0,0,0,,,
2022,9,26,2,3,1,3.02,-19.04,18,0,0,0,,,
2022,9,26,2,4,1,3.02,-19.04,18,0,0,0,,,
2022,9,26,2,5,1,3.07,-19.17,18,0,0,0,,,
2022,9,26,2,6,1,3.07,-19.17,18,0,0,0,,,
2022,9,26,2,7,1,3.09,-19.28,17,0,0,0,,,
2022,9,26,2,8,1,3.09,-19.28,17,0,0,0,,,
2022,9,26,2,9,1,3.05,-19.38,17,0,0,0,,,
2022,9,26,2,10,1,3.05,-19.38,17,0,0,0,,,
2022,9,26,2,11,1,3.15,-19.47,17,0,0,0,,,
2022,9,26,2,12,1,3.15,-19.47,17,0,0,0,,,
2022,9,26,2,13,1,3.29,-19.52,17,0,0,0,,,
2022,9,26,2,14,1,3.29,-19.52,17,0,0,0,,,
2022,9,26,2,15,1,3.19,-19.62,17,0,0,0,,,
2022,9,26,2,16,1,3.19,-19.62,17,0,0,0,,,
2022,9,26,2,17,1,3.21,-19.7,16,0,0,0,,,
2022,9,26,2,18,1,3.21,-19.7,16,0,0,0,,,
2022,9,26,2,19,2,3.47,-19.77,16,0,0,0,,,
2022,9,26,2,20,1,3.47,-19.77,16,0,0,0,,,
2022,9,26,2,21,1,3.67,-19.91,15,0,0,0,,,
2022,9,26,2,22,1,3.67,-19.91,15,0,0,0,,,
2022,9,26,2,23,1,4,-20.07,14,0,0,0,,,
2022,9,26,2,24,1,4,-20.07,14,0,0,0,,,
2022,9,26,2,25,1,4.37,-20.45,13,0,0,0,,,
2022,9,26,2,26,1,4.37,-20.45,13,0,0,0,,,
2022,9,26,2,27,1,4.53,-20.7,13,0,0,0,,,
2022,9,26,2,28,2,4.53,-20.7,13,0,0,0,,,
2022,9,26,2,29,1,4.53,-21.11,13,0,0,0,,,
2022,9,26,2,30,1,4.53,-21.11,13,0,0,0,,,
2022,9,26,2,31,1,4.32,-21.46,13,0,0,0,,,
2022,9,26,2,32,1,4.32,-21.46,13,0,0,0,,,
2022,9,26,2,33,1,4.24,-21.58,14,0,0,0,,,
2022,9,26,2,34,2,4.24,-21.58,14,0,0,0,,,
2022,9,26,2,35,1,3.96,-21.74,15,0,0,0,,,
2022,9,26,2,36,1,3.96,-21.74,15,0,0,0,,,
2022,9,26,2,37,1,3.76,-21.59,15,0,0,0,,,
2022,9,26,2,38,1,3.76,-21.59,15,0,0,0,,,
2022,9,26,2,39,1,3.68,-21.48,15,0,0,0,,,
2022,9,26,2,40,1,3.68,-21.48,15,0,0,0,,,
2022,9,26,2,41,1,3.65,-21.41,15,0,0,0,,,
2022,9,26,2,42,1,3.65,-21.41,15,0,0,0,,,
2022,9,26,2,43,1,3.69,-21.37,15,0,0,0,,,
2022,9,26,2,44,1,3.69,-21.37,15,0,0,0,,,
2022,9,26,2,45,1,3.98,-21.35,15,0,0,0,,,
2022,9,26,2,46,1,3.98,-21.35,15,0,0,0,,,
2022,9,26,2,47,1,4.27,-21.4,14,0,0,0,,,
2022,9,26,2,48,1,4.27,-21.4,14,0,0,0,,,
2022,9,26,2,49,1,4.37,-21.45,14,0,0,0,,,
2022,9,26,2,50,1,4.37,-21.45,14,0,0,0,,,
2022,9,26,2,51,1,4.3,-21.62,14,0,0,0,,,
2022,9,26,2,52,1,4.3,-21.62,14,0,0,0,,,
2022,9,26,2,53,1,4.08,-21.61,14,0,0,0,,,
2022,9,26,2,54,1,4.08,-21.61,14,0,0,0,,,
2022,9,26,2,55,1,4.37,-21.57,13,0,0,0,,,
2022,9,26,2,56,1,4.37,-21.57,13,0,0,0,,,
2022,9,26,2,57,1,4.43,-21.7,14,0,0,0,,,
2022,9,26,2,58,1,4.43,-21.7,14,0,0,0,,,
2022,9,26,2,59,1,4.52,-21.77,14,0,0,0,,,
2022,9,26,3,0,1,4.52,-21.77,14,0,0,0,,,
2022,9,26,3,1,1,4.25,-21.97,14,0,0,0,,,
2022,9,26,3,2,1,4.25,-21.97,14,0,0,0,,,
2022,9,26,3,3,1,4.23,-21.99,14,0,0,0,,,
2022,9,26,3,4,1,4.23,-21.99,14,0,0,0,,,
2022,9,26,3,5,1,3.68,-22.04,14,0,0,0,,,
2022,9,26,3,6,1,3.68,-22.04,14,0,0,0,,,
2022,9,26,3,7,2,3.38,-21.94,14,0,0,0,,,
2022,9,26,3,8,1,3.38,-21.94,14,0,0,0,,,
2022,9,26,3,9,1,3.19,-21.77,14,0,0,0,,,
2022,9,26,3,10,1,3.19,-21.77,14,0,0,0,,,
2022,9,26,3,11,1,3.26,-21.68,14,0,0,0,,,
2022,9,26,3,12,1,3.26,-21.68,14,0,0,0,,,
2022,9,26,3,13,1,3.03,-21.64,14,0,0,0,,,
2022,9,26,3,14,1,3.03,-21.64,14,0,0,0,,,
2022,9,26,3,15,1,2.96,-21.64,15,0,0,0,,,
2022,9,26,3,16,1,2.96,-21.64,15,0,0,0,,,
2022,9,26,3,17,1,2.75,-21.62,15,0,0,0,,,
2022,9,26,3,18,1,2.75,-21.62,15,0,0,0,,,
2022,9,26,3,19,1,2.81,-21.56,15,0,0,0,,,
2022,9,26,3,20,1,2.81,-21.56,15,0,0,0,,,
2022,9,26,3,21,1,2.78,-21.61,15,0,0,0,,,
2022,9,26,3,22,1,2.78,-21.61,15,0,0,0,,,
2022,9,26,3,23,1,2.77,-21.61,15,0,0,0,,,
2022,9,26,3,24,1,2.77,-21.61,15,0,0,0,,,
2022,9,26,3,25,1,2.86,-21.58,15,0,0,0,,,
2022,9,26,3,26,1,2.86,-21.58,15,0,0,0,,,
2022,9,26,3,27,1,2.9,-21.65,15,0,0,0,,,
2022,9,26,3,28,1,2.9,-21.65,15,0,0,0,,,
2022,9,26,3,29,1,2.89,-21.67,14,0,0,0,,,
2022,9,26,3,30,1,2.89,-21.67,14,0,0,0,,,
2022,9,26,3,31,1,2.84,-21.8,15,0,0,0,,,
2022,9,26,3,32,1,2.84,-21.8,15,0,0,0,,,
2022,9,26,3,33,1,2.85,-21.8,15,0,0,0,,,
2022,9,26,3,34,1,2.85,-21.8,15,0,0,0,,,
2022,9,26,3,35,1,2.85,-21.75,15,0,0,0,,,
2022,9,26,3,36,1,2.85,-21.75,15,0,0,0,,,
2022,9,26,3,37,1,2.83,-21.75,15,0,0,0,,,
2022,9,26,3,38,1,2.83,-21.75,15,0,0,0,,,
2022,9,26,3,39,1,2.8,-21.71,15,0,0,0,,,
2022,9,26,3,40,1,2.8,-21.71,15,0,0,0,,,
2022,9,26,3,41,1,2.89,-21.75,15,0,0,0,,,
2022,9,26,3,42,1,2.89,-21.75,15,0,0,0,,,
2022,9,26,3,43,1,2.87,-21.74,15,0,0,0,,,
2022,9,26,3,44,1,2.87,-21.74,15,0,0,0,,,
2022,9,26,3,45,1,2.78,-21.76,15,0,0,0,,,
2022,9,26,3,46,2,2.78,-21.76,15,0,0,0,,,
2022,9,26,3,47,1,2.82,-21.86,15,0,0,0,,,
2022,9,26,3,48,1,2.82,-21.86,15,0,0,0,,,
2022,9,26,3,49,1,2.77,-21.86,15,0,0,0,,,
2022,9,26,3,50,1,2.77,-21.86,15,0,0,0,,,
2022,9,26,3,51,1,2.78,-21.81,15,0,0,0,,,
2022,9,26,3,52,1,2.78,-21.81,15,0,0,0,,,
2022,9,26,3,53,2,2.7,-21.88,15,0,0,0,,,
2022,9,26,3,54,1,2.7,-21.88,15,0,0,0,,,
2022,9,26,3,55,1,2.77,-21.84,15,0,0,0,,,
2022,9,26,3,56,1,2.77,-21.84,15,0,0,0,,,
2022,9,26,3,57,1,2.72,-21.76,15,0,0,0,,,
2022,9,26,3,58,1,2.72,-21.76,15,0,0,0,,,
2022,9,26,3,59,1,2.73,-21.84,15,0,0,0,,,
2022,9,26,4,0,1,2.73,-21.84,15,0,0,0,,,
2022,9,26,4,1,1,2.72,-21.9,15,0,0,0,,,
2022,9,26,4,2,1,2.72,-21.9,15,0,0,0,,,
2022,9,26,4,3,1,2.81,-21.83,15,0,0,0,,,
2022,9,26,4,4,1,2.81,-21.83,15,0,0,0,,,
2022,9,26,4,5,1,2.79,-21.82,14,0,0,0,,,
2022,9,26,4,6,1,2.79,-21.82,14,0,0,0,,,
2022,9,26,4,7,1,2.82,-21.84,14,0,0,0,,,
2022,9,26,4,8,1,2.82,-21.84,14,0,0,0,,,
2022,9,26,4,9,1,2.95,-22.03,14,0,0,0,,,
2022,9,26,4,10,1,2.95,-22.03,14,0,0,0,,,
2022,9,26,4,11,1,3.02,-21.99,13,0,0,0,,,
2022,9,26,4,12,1,3.02,-21.99,13,0,0,0,,,
2022,9,26,4,13,1,3.03,-22.08,14,0,0,0,,,
2022,9,26,4,14,1,3.03,-22.08,14,0,0,0,,,
2022,9,26,4,15,2,3.25,-22.09,14,0,0,0,,,
2022,9,26,4,16,2,3.25,-22.09,14,0,0,0,,,
2022,9,26,4,17,2,3.27,-22.09,14,0,0,0,,,
2022,9,26,4,18,1,3.27,-22.09,14,0,0,0,,,
2022,9,26,4,19,1,3.5,-22.09,15,0,0,0,,,
2022,9,26,4,20,1,3.5,-22.09,15,0,0,0,,,
2022,9,26,4,21,1,3.47,-21.92,14,0,0,0,,,
2022,9,26,4,22,1,3.47,-21.92,14,0,0,0,,,
2022,9,26,4,23,1,3.46,-21.76,13,0,0,0,,,
2022,9,26,4,24,1,3.46,-21.76,13,0,0,0,,,
2022,9,26,4,25,1,3.72,-21.77,14,0,0,0,,,
2022,9,26,4,26,1,3.72,-21.77,14,0,0,0,,,
2022,9,26,4,27,1,3.8,-21.83,15,0,0,0,,,
2022,9,26,4,28,1,3.8,-21.83,15,0,0,0,,,
2022,9,26,4,29,1,3.52,-21.77,13,0,0,0,,,
2022,9,26,4,30,2,3.52,-21.77,13,0,0,0,,,
2022,9,26,4,31,1,3.25,-22.16,13,0,0,0,,,
2022,9,26,4,32,1,3.25,-22.16,13,0,0,0,,,
2022,9,26,4,33,1,3.12,-22.69,14,0,0,0,,,
2022,9,26,4,34,1,3.12,-22.69,14,0,0,0,,,
2022,9,26,4,35,1,2.97,-22.64,14,0,0,0,,,
2022,9,26,4,36,1,2.97,-22.64,14,0,0,0,,,
2022,9,26,4,37,1,2.92,-22.61,14,0,0,0,,,
2022,9,26,4,38,1,2.92,-22.61,14,0,0,0,,,
2022,9,26,4,39,1,2.83,-22.61,13,0,0,0,,,
2022,9,26,4,40,1,2.83,-22.61,13,0,0,0,,,
2022,9,26,4,41,1,2.97,-22.55,13,0,0,0,,,
2022,9,26,4,42,1,2.97,-22.55,13,0,0,0,,,
2022,9,26,4,43,1,2.9,-22.61,13,0,0,0,,,
2022,9,26,4,44,1,2.9,-22.61,13,0,0,0,,,
2022,9,26,4,45,1,2.95,-22.59,13,0,0,0,,,
2022,9,26,4,46,1,2.95,-22.59,13,0,0,0,,,
2022,9,26,4,47,1,2.82,-22.66,13,0,0,0,,,
2022,9,26,4,48,1,2.82,-22.66,13,0,0,0,,,
2022,9,26,4,49,1,2.86,-22.56,14,0,0,0,,,
2022,9,26,4,50,1,2.86,-22.56,14,0,0,0,,,
2022,9,26,4,51,2,2.83,-22.84,14,0,0,0,,,
2022,9,26,4,52,1,2.83,-22.84,14,0,0,0,,,
2022,9,26,4,53,1,2.79,-22.55,13,0,0,0,,,
2022,9,26,4,54,1,2.79,-22.55,13,0,0,0,,,
2022,9,26,4,55,1,2.77,-22.43,14,0,0,0,,,
2022,9,26,4,56,1,2.77,-22.43,14,0,0,0,,,
2022,9,26,4,57,1,2.73,-22.36,14,0,0,0,,,
2022,9,26,4,58,1,2.73,-22.36,14,0,0,0,,,
2022,9,26,4,59,1,2.68,-22.16,15,0,0,0,,,
2022,9,26,5,0,1,2.68,-22.16,15,0,0,0,,,
2022,9,26,5,1,1,2.79,-21.95,15,0,0,0,,,
2022,9,26,5,2,2,2.79,-21.95,15,0,0,0,,,
2022,9,26,5,3,1,2.78,-21.7,14,0,0,0,,,
2022,9,26,5,4,1,2.78,-21.7,14,0,0,0,,,
2022,9,26,5,5,1,2.85,-21.68,14,0,0,0,,,
2022,9,26,5,6,2,2.85,-21.68,14,0,0,0,,,
2022,9,26,5,7,1,2.81,-21.83,14,0,0,0,,,
2022,9,26,5,8,1,2.81,-21.83,14,0,0,0,,,
2022,9,26,5,9,1,2.89,-21.92,14,0,0,0,,,
2022,9,26,5,10,1,2.89,-21.92,14,0,0,0,,,
2022,9,26,5,11,2,2.87,-21.87,15,0,0,0,,,
2022,9,26,5,12,1,2.87,-21.87,15,0,0,0,,,
2022,9,26,5,13,1,2.93,-21.75,14,0,0,0,,,
2022,9,26,5,14,1,2.93,-21.75,14,0,0,0,,,
2022,9,26,5,15,1,2.98,-21.77,14,0,0,0,,,
2022,9,26,5,16,2,2.98,-21.77,14,0,0,0,,,
2022,9,26,5,17,2,2.9,-21.93,13,0,0,0,,,
2022,9,26,5,18,1,2.9,-21.93,13,0,0,0,,,
2022,9,26,5,19,1,2.87,-22.1,13,0,0,0,,,
2022,9,26,5,20,2,2.87,-22.1,13,0,0,0,,,
2022,9,26,5,21,1,2.86,-22.39,13,0,0,0,,,
2022,9,26,5,22,2,2.86,-22.39,13,0,0,0,,,
2022,9,26,5,23,1,2.81,-22.52,14,0,0,0,,,
2022,9,26,5,24,1,2.81,-22.52,14,0,0,0,,,
2022,9,26,5,25,1,2.88,-22.53,13,0,0,0,,,
2022,9,26,5,26,2,2.88,-22.53,13,0,0,0,,,
2022,9,26,5,27,1,2.9,-22.63,14,0,0,0,,,
2022,9,26,5,28,2,2.9,-22.63,14,0,0,0,,,
2022,9,26,5,29,1,2.77,-22.52,14,0,0,0,,,
2022,9,26,5,30,1,2.77,-22.52,14,0,0,0,,,
2022,9,26,5,31,1,2.95,-22.44,13,0,0,0,,,
2022,9,26,5,32,1,2.95,-22.44,13,0,0,0,,,
2022,9,26,5,33,2,3,-22.46,13,0,0,0,,,
2022,9,26,5,34,1,3,-22.46,13,0,0,0,,,
2022,9,26,5,35,1,3.07,-22.52,13,0,0,0,,,
2022,9,26,5,36,1,3.07,-22.52,13,0,0,0,,,
2022,9,26,5,37,1,3.11,-22.62,13,0,0,0,,,
2022,9,26,5,38,1,3.11,-22.62,13,0,0,0,,,
2022,9,26,5,39,1,3.19,-22.63,13,0,0,0,,,
2022,9,26,5,40,1,3.19,-22.63,13,0,0,0,,,
2022,9,26,5,41,1,3.17,-22.57,14,0,0,0,,,
2022,9,26,5,42,2,3.17,-22.57,14,0,0,0,,,
2022,9,26,5,43,1,3.16,-22.44,14,0,0,0,,,
2022,9,26,5,44,1,3.16,-22.44,14,0,0,0,,,
2022,9,26,5,45,1,3.17,-22.08,14,0,0,0,,,
2022,9,26,5,46,1,3.17,-22.08,14,0,0,0,,,
2022,9,26,5,47,1,3.03,-22.07,14,0,0,0,,,
2022,9,26,5,48,1,3.03,-22.07,14,0,0,0,,,
2022,9,26,5,49,1,3.03,-22.22,13,0,0,0,,,
2022,9,26,5,50,1,3.03,-22.22,13,0,0,0,,,
2022,9,26,5,51,2,2.96,-22.33,13,0,0,0,,,
2022,9,26,5,52,1,2.96,-22.33,13,0,0,0,,,
2022,9,26,5,53,1,2.91,-22.49,14,0,0,0,,,
2022,9,26,5,54,2,2.91,-22.49,14,0,0,0,,,
2022,9,26,5,55,1,2.91,-22.59,14,0,0,0,,,
2022,9,26,5,56,1,2.91,-22.59,14,0,0,0,,,
2022,9,26,5,57,2,2.94,-22.53,14,0,0,0,,,
2022,9,26,5,58,1,2.94,-22.53,14,0,0,0,,,
2022,9,26,5,59,1,2.94,-22.49,14,0,0,0,,,
2022,9,26,6,0,1,2.94,-22.49,14,0,0,0,,,
2022,9,26,6,1,1,3.16,-22.45,14,0,0,0,,,
2022,9,26,6,2,1,3.16,-22.45,14,0,0,0,,,
2022,9,26,6,3,1,2.97,-22.41,14,0,0,0,,,
2022,9,26,6,4,2,2.97,-22.41,14,0,0,0,,,
2022,9,26,6,5,1,3.02,-22.35,14,0,0,0,,,
2022,9,26,6,6,1,3.02,-22.35,14,0,0,0,,,
2022,9,26,6,7,1,3.09,-22.29,14,0,0,0,,,
2022,9,26,6,8,1,3.09,-22.29,14,0,0,0,,,
2022,9,26,6,9,1,3.05,-22.29,14,0,0,0,,,
2022,9,26,6,10,1,3.05,-22.29,14,0,0,0,,,
2022,9,26,6,11,1,3.05,-22.23,14,0,0,0,,,
2022,9,26,6,12,1,3.05,-22.23,14,0,0,0,,,
2022,9,26,6,13,1,3.06,-22.2,15,0,0,0,,,
2022,9,26,6,14,1,3.06,-22.2,15,0,0,0,,,
2022,9,26,6,15,1,3.08,-22.12,15,0,0,0,,,
2022,9,26,6,16,1,3.08,-22.12,15,0,0,0,,,
2022,9,26,6,17,1,3.16,-22.11,15,0,0,0,,,
2022,9,26,6,18,1,3.16,-22.11,15,0,0,0,,,
2022,9,26,6,19,1,3.1,-22.05,15,0,0,0,,,
2022,9,26,6,20,1,3.1,-22.05,15,0,0,0,,,
2022,9,26,6,21,1,3.16,-22,15,0,0,0,,,
2022,9,26,6,22,1,3.16,-22,15,0,0,0,,,
2022,9,26,6,23,1,3.19,-21.98,15,0,0,0,,,
2022,9,26,6,24,1,3.19,-21.98,15,0,0,0,,,
2022,9,26,6,25,1,3.15,-21.93,15,0,0,0,,,
2022,9,26,6,26,1,3.15,-21.93,15,0,0,0,,,
2022,9,26,6,27,1,3.1,-21.87,15,0,0,0,,,
2022,9,26,6,28,1,3.1,-21.87,15,0,0,0,,,
2022,9,26,6,29,1,3.2,-21.83,16,0,0,0,,,
2022,9,26,6,30,1,3.2,-21.83,16,0,0,0,,,
2022,9,26,6,31,1,3.2,-21.77,14,0,0,0,,,
2022,9,26,6,32,1,3.2,-21.77,14,0,0,0,,,
2022,9,26,6,33,1,3.25,-21.68,15,0,0,0,,,
2022,9,26,6,34,1,3.25,-21.68,15,0,0,0,,,
2022,9,26,6,35,1,3.38,-21.66,16,0,0,0,,,
2022,9,26,6,36,1,3.38,-21.66,16,0,0,0,,,
2022,9,26,6,37,1,3.51,-21.61,17,0,0,0,,,
2022,9,26,6,38,1,3.51,-21.61,17,0,0,0,,,
2022,9,26,6,39,1,3.56,-21.54,16,0,0,0,,,
2022,9,26,6,40,1,3.56,-21.54,16,0,0,0,,,
2022,9,26,6,41,1,3.46,-21.47,16,0,0,0,,,
2022,9,26,6,42,1,3.46,-21.47,16,0,0,0,,,
2022,9,26,6,43,1,3.52,-21.43,16,0,0,0,,,
2022,9,26,6,44,1,3.52,-21.43,16,0,0,0,,,
2022,9,26,6,45,1,3.62,-21.38,16,0,0,0,,,
2022,9,26,6,46,1,3.62,-21.38,16,0,0,0,,,
2022,9,26,6,47,1,3.6,-21.3,16,0,0,0,,,
2022,9,26,6,48,1,3.6,-21.3,16,0,0,0,,,
2022,9,26,6,49,1,3.75,-21.25,17,0,0,0,,,
2022,9,26,6,50,1,3.75,-21.25,17,0,0,0,,,
2022,9,26,6,51,1,3.9,-21.17,16,0,0,0,,,
2022,9,26,6,52,1,3.9,-21.17,16,0,0,0,,,
2022,9,26,6,53,1,3.89,-21.14,17,0,0,0,,,
2022,9,26,6,54,1,3.89,-21.14,17,0,0,0,,,
2022,9,26,6,55,1,3.91,-21.08,16,0,0,0,,,
2022,9,26,6,56,1,3.91,-21.08,16,0,0,0,,,
2022,9,26,6,57,1,3.85,-20.99,16,0,0,0,,,
2022,9,26,6,58,2,3.85,-20.99,16,0,0,0,,,
2022,9,26,6,59,1,3.85,-20.91,15,0,0,0,,,
2022,9,26,7,0,1,3.85,-20.91,15,0,0,0,,,
